ORPHAcode	PreferredTerm	Synonyms	ICDcodes
436	Hypophosphatasia	Phosphoethanolaminuria	
436	Hypophosphatasia	Rathbun disease	
429	Hypochondroplasia		Q77.4
104	Leber hereditary optic neuropathy		H47.2
104	Leber hereditary optic neuropathy	LHON	
104	Leber hereditary optic neuropathy	Leber optic atrophy	
163634	Maffucci syndrome		Q78.4
163717	Benign familial mesial temporal lobe epilepsy		G40.0
163717	Benign familial mesial temporal lobe epilepsy	Benign FMTLE	
163708	Cryptogenic late-onset epileptic spasms		G40.4
163708	Cryptogenic late-onset epileptic spasms	Late-onset infantile spasms	
636	Neurofibromatosis type 1		Q85.0
636	Neurofibromatosis type 1	Nonmosaic NF1	
636	Neurofibromatosis type 1	Nonmosaic neurofibromatosis type 1	
636	Neurofibromatosis type 1	Von Recklinghausen disease	
163703	Febrile infection-related epilepsy syndrome		G40.5
163703	Febrile infection-related epilepsy syndrome	AERRPS	
163703	Febrile infection-related epilepsy syndrome	Acute encephalitis with refractory repetitive partial seizures	
163703	Febrile infection-related epilepsy syndrome	Acute non-herpetic encephalitis with severe refractory status epilepticus	
163703	Febrile infection-related epilepsy syndrome	DESC syndrome	
163703	Febrile infection-related epilepsy syndrome	Devastating epileptic encephalopathy in school-aged children	
163703	Febrile infection-related epilepsy syndrome	FIRES	
163703	Febrile infection-related epilepsy syndrome	Fever-induced refractory epileptic encephalopathy in school-aged children	
163703	Febrile infection-related epilepsy syndrome	Idiopathic catastrophic epileptic encephalopathy	
163703	Febrile infection-related epilepsy syndrome	Severe refractory status epilepticus owing to presumed encephalitis	
649	Norrie disease		H35.5
649	Norrie disease	Atrophia bulborum hereditaria	
649	Norrie disease	Episkopi blindness	
649	Norrie disease	Norrie-Warburg disease	
163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome		G40.4
163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	Rolandic epilepsy exercise-induced dystonia	
163721	Rolandic epilepsy-speech dyspraxia syndrome		G40.8
163684	Leukoencephalopathy-dystonia-motor neuropathy syndrome		E75.2
163681	CNTNAP2-related developmental and epileptic encephalopathy		Q04.8
163681	CNTNAP2-related developmental and epileptic encephalopathy	CDFE syndrome	
163681	CNTNAP2-related developmental and epileptic encephalopathy	CDFES	
163681	CNTNAP2-related developmental and epileptic encephalopathy	CNTNAP2-related DEE	
163681	CNTNAP2-related developmental and epileptic encephalopathy	Cortical dysplasia-focal epilepsy syndrome	
379	Chronic granulomatous disease		D71
379	Chronic granulomatous disease	CGD	
379	Chronic granulomatous disease	Chronic septic granulomatosis	
16	Blue cone monochromatism		H53.5
16	Blue cone monochromatism	Atypical X-linked achromatopsia	
16	Blue cone monochromatism	Blue cone monochromacy	
16	Blue cone monochromatism	Color blindness, blue monocone monochromatic type	
16	Blue cone monochromatism	S cone monochromacy	
16	Blue cone monochromatism	S cone monochromatism	
16	Blue cone monochromatism	X-linked incomplete achromatopsia	
163699	Alveolar soft tissue sarcoma		C49.9
163699	Alveolar soft tissue sarcoma	ASPS	
163699	Alveolar soft tissue sarcoma	Alveolar soft part sarcoma	
644	NARP syndrome		E88.8
644	NARP syndrome	Neurogenic muscle weakness-ataxia-retinitis pigmentosa syndrome	
644	NARP syndrome	Neuropathy-ataxia-retinitis pigmentosa syndrome	
637	Full NF2-related schwannomatosis		Q85.0
637	Full NF2-related schwannomatosis	Full NF2	
637	Full NF2-related schwannomatosis	Full neurofibromatosis type 2	
637	Full NF2-related schwannomatosis	Nonmosaic NF2-related schwannomatosis	
637	Full NF2-related schwannomatosis	Nonmosaic neurofibromatosis type 2	
163696	Action myoclonus-renal failure syndrome		G40.4
163696	Action myoclonus-renal failure syndrome	AMRF	
163696	Action myoclonus-renal failure syndrome	EPM4	
163696	Action myoclonus-renal failure syndrome	Myoclonus-nephropathy syndrome	
163696	Action myoclonus-renal failure syndrome	Progressive myoclonic epilepsy type 4	
163696	Action myoclonus-renal failure syndrome	Progressive myoclonus epilepsy type 4	
163693	2p21 microdeletion syndrome		Q93.5
163693	2p21 microdeletion syndrome	2p21 deletion syndrome	
163693	2p21 microdeletion syndrome	Del(2)(p21)	
163693	2p21 microdeletion syndrome	Monosomy 2p21	
163690	Hypotonia-cystinuria syndrome		E72.0
163690	Hypotonia-cystinuria syndrome	HCS	
337	Fibrodysplasia ossificans progressiva		M61.1
337	Fibrodysplasia ossificans progressiva	FOP	
337	Fibrodysplasia ossificans progressiva	Myositis ossificans progressiva	
337	Fibrodysplasia ossificans progressiva	Stone man syndrome	
377	Gorlin syndrome		C44.9
377	Gorlin syndrome	Basal cell nevus syndrome	
377	Gorlin syndrome	Gorlin-Goltz syndrome	
377	Gorlin syndrome	NBCCS	
377	Gorlin syndrome	Nevoid basal cell carcinoma syndrome	
648	Noonan syndrome		Q87.1
281	Monosomy 5p		Q93.4
281	Monosomy 5p	Cri du chat syndrome	
281	Monosomy 5p	Deletion 5p	
752	46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency		E29.1
752	46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	17-beta-hydroxysteroid dehydrogenase 3 deficiency	
752	46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	17-ketoreductase deficiency	
752	46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	17-ketosteroidreductase deficiency	
752	46,XY difference of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	
214	Cystinuria		E72.0
214	Cystinuria	Cystinuria-lysinuria syndrome	
510	Lesch-Nyhan syndrome		E79.1
510	Lesch-Nyhan syndrome	HPRT complete deficiency	
510	Lesch-Nyhan syndrome	HPRT deficiency grade IV	
510	Lesch-Nyhan syndrome	Hypoxanthine guanine phosphoribosyltransferase complete deficiency	
510	Lesch-Nyhan syndrome	Hypoxanthine guanine phosphoribosyltransferase deficiency, grade IV	
524	Li-Fraumeni syndrome		C97
699	Pearson syndrome		D64.0
640	Hereditary neuropathy with liability to pressure palsies		G60.0
640	Hereditary neuropathy with liability to pressure palsies	Current pressure-sensitive neuropathy	
640	Hereditary neuropathy with liability to pressure palsies	HNPP	
640	Hereditary neuropathy with liability to pressure palsies	Heterozygous microdeletion 17p11.2p12	
640	Hereditary neuropathy with liability to pressure palsies	Potato-grubbing palsy	
640	Hereditary neuropathy with liability to pressure palsies	Tomaculous neuropathy	
640	Hereditary neuropathy with liability to pressure palsies	Tulip-bulb digger's palsy	
60	Alpha-1-antitrypsin deficiency		E88.0
60	Alpha-1-antitrypsin deficiency	Alpha-1-proteinase inhibitor deficiency	
60	Alpha-1-antitrypsin deficiency	Alpha1-antitrypsin deficiency	
857	Townes-Brocks syndrome		Q87.8
857	Townes-Brocks syndrome	Imperforate anus-hand, foot and ear anomalies syndrome	
857	Townes-Brocks syndrome	REAR syndrome	
857	Townes-Brocks syndrome	Renal-ear-anal-radial syndrome	
857	Townes-Brocks syndrome	Sensorineural deafness with imperforate anus and hypoplastic thumbs	
857	Townes-Brocks syndrome	Sensorineural hearing loss with imperforate anus and hypoplastic thumbs	
857	Townes-Brocks syndrome	TBS	
857	Townes-Brocks syndrome	Townes syndrome	
682	Hyperkalemic periodic paralysis		G72.3
682	Hyperkalemic periodic paralysis	Adynamia episodica hereditaria	
682	Hyperkalemic periodic paralysis	Familial hyperPP	
682	Hyperkalemic periodic paralysis	Familial hyperkalemic periodic paralysis	
682	Hyperkalemic periodic paralysis	Gamstorp disease	
682	Hyperkalemic periodic paralysis	Gamstorp episodic adynamy	
682	Hyperkalemic periodic paralysis	HYPP	
682	Hyperkalemic periodic paralysis	HyperKPP	
682	Hyperkalemic periodic paralysis	HyperPP	
682	Hyperkalemic periodic paralysis	Hyperkalemic PP	
682	Hyperkalemic periodic paralysis	Primary hyperPP	
682	Hyperkalemic periodic paralysis	Primary hyperkalemic periodic paralysis	
800	Schwartz-Jampel syndrome		Q78.8
800	Schwartz-Jampel syndrome	Aberfeld syndrome	G71.1
800	Schwartz-Jampel syndrome	Burton skeletal dysplasia	
800	Schwartz-Jampel syndrome	Burton syndrome	
800	Schwartz-Jampel syndrome	Catel-Hempel syndrome	
800	Schwartz-Jampel syndrome	Dysostosis enchondralis metaepiphysaria, Catel-Hempel type	
800	Schwartz-Jampel syndrome	Myotonic chondrodystrophy	
800	Schwartz-Jampel syndrome	Myotonic myopathy, dwarfism, chondrodystrophy, ocular and facial anomalies	
800	Schwartz-Jampel syndrome	Osteochondromuscular dystrophy	
800	Schwartz-Jampel syndrome	SJS	
800	Schwartz-Jampel syndrome	SJS1	
800	Schwartz-Jampel syndrome	Schwartz-Jampel syndrome type 1	
800	Schwartz-Jampel syndrome	Schwartz-Jampel-Aberfeld syndrome	
628	Diastrophic dysplasia		Q77.5
628	Diastrophic dysplasia	Diastrophic dwarfism	
673	Malaria		B54
673	Malaria		B51.8
673	Malaria		B51.9
673	Malaria		B52.0
673	Malaria		B52.8
673	Malaria		B52.9
673	Malaria		B53.0
673	Malaria		B53.1
673	Malaria		B53.8
673	Malaria		B50.0
673	Malaria		B50.8
673	Malaria		B50.9
673	Malaria		B51.0
681	Hypokalemic periodic paralysis		G72.3
681	Hypokalemic periodic paralysis	Westphall disease	
126	Blepharophimosis-ptosis-epicanthus inversus syndrome		Q10.3
126	Blepharophimosis-ptosis-epicanthus inversus syndrome	BPES	
107	BOR syndrome		Q87.8
107	BOR syndrome	Branchiootorenal spectrum disorder	
107	BOR syndrome	Branchiootorenal syndrome	
107	BOR syndrome	Melnick-Fraser syndrome	
774	Hereditary hemorrhagic telangiectasia		I78.0
774	Hereditary hemorrhagic telangiectasia	HHT	
774	Hereditary hemorrhagic telangiectasia	Rendu-Osler disease	
774	Hereditary hemorrhagic telangiectasia	Rendu-Osler-Weber disease	
794	Saethre-Chotzen syndrome		Q87.0
794	Saethre-Chotzen syndrome	ACS3	
794	Saethre-Chotzen syndrome	Acrocephalosyndactyly type 3	
794	Saethre-Chotzen syndrome	SCS	
710	Pfeiffer syndrome		Q87.0
710	Pfeiffer syndrome	ACS5	
710	Pfeiffer syndrome	Acrocephalosyndactyly type 5	
2869	Peutz-Jeghers syndrome		Q85.8
2869	Peutz-Jeghers syndrome	Hamartomatous intestinal polyposis	
2869	Peutz-Jeghers syndrome	PJS	
893	WAGR syndrome		C64
893	WAGR syndrome	Del(11)(p13)	
893	WAGR syndrome	Deletion 11p13	
893	WAGR syndrome	Monosomy 11p13	
893	WAGR syndrome	Wilms tumor-aniridia-genitourinary anomalies-intellectual disability syndrome	
912	Zellweger syndrome		Q87.8
912	Zellweger syndrome	Cerebrohepatorenal syndrome	
912	Zellweger syndrome	Severe PBD-ZSD	
912	Zellweger syndrome	Severe peroxisome biogenesis disorder-Zellweger spectrum disorder	
912	Zellweger syndrome	ZS	
50	Aicardi syndrome		Q04.0
50	Aicardi syndrome	Agenesis of corpus callosum with chorioretinal abnormality	
53	Albers-Schönberg osteopetrosis		Q78.2
53	Albers-Schönberg osteopetrosis	Osteopetrosis autosomal dominant type 2	
14	Abetalipoproteinemia		E78.6
14	Abetalipoproteinemia	Bassen-Kornzweig disease	
14	Abetalipoproteinemia	Homozygous familial hypobetalipoproteinemia	
52	Alagille syndrome		Q44.7
52	Alagille syndrome	Alagille-Watson syndrome	
52	Alagille syndrome	Arteriohepatic dysplasia	
52	Alagille syndrome	Syndromic bile duct paucity	
167	Chédiak-Higashi syndrome		E70.3
167	Chédiak-Higashi syndrome	Chédiak-Higashi disease	
167	Chédiak-Higashi syndrome	Chédiak-Higashi-Steinbrink syndrome	
195	Cat-eye syndrome		Q92.8
195	Cat-eye syndrome	CES	
207	Crouzon syndrome		Q75.1
207	Crouzon syndrome	Crouzon craniofacial dysostosis	
205	Crigler-Najjar syndrome		E80.5
205	Crigler-Najjar syndrome	Bilirubin uridinediphosphate glucuronosyltransferase deficiency	
205	Crigler-Najjar syndrome	Bilirubin-UGT deficiency	
160148	Cap polyposis		D12.6
160148	Cap polyposis	Cap inflammatory polyposis	
160148	Cap polyposis	Eroded polypoid hyperplasia	
160148	Cap polyposis	Inflammatory myoglandular polyps	
160148	Cap polyposis	Polypoid prolapsing folds	
201	Cowden syndrome		Q85.8
201	Cowden syndrome	Cowden disease	
201	Cowden syndrome	Multiple hamartoma syndrome	
192	Coffin-Lowry syndrome		Q87.0
192	Coffin-Lowry syndrome	CLS	
562	McCune-Albright syndrome		Q78.1
562	McCune-Albright syndrome	Gonadotropin-independent female-limited sexual precocity	
565	Menkes disease		E83.0
565	Menkes disease	MD	
565	Menkes disease	Menkes kinky hair disease	
565	Menkes disease	Menkes syndrome	
474	Jeune syndrome		Q77.2
474	Jeune syndrome	Asphyxiating thoracic dystrophy of the newborn	
474	Jeune syndrome	JATD	
474	Jeune syndrome	Jeune asphyxiating thoracic dystrophy	
540	Familial hemophagocytic lymphohistiocytosis		D76.1
540	Familial hemophagocytic lymphohistiocytosis	Familial HLH	
568	Microphthalmia, Lenz type		Q11.2
568	Microphthalmia, Lenz type	Lenz microphthalmia	
564	Meckel syndrome		Q61.9
564	Meckel syndrome	Dysencephalia splanchnocystica	
564	Meckel syndrome	Meckel-Gruber syndrome	
289	Ellis Van Creveld syndrome		Q77.6
289	Ellis Van Creveld syndrome	Chondroectodermal dysplasia	
289	Ellis Van Creveld syndrome	Mesodermic dysplasia	
258	Laminin subunit alpha 2-related congenital muscular dystrophy		G71.2
258	Laminin subunit alpha 2-related congenital muscular dystrophy	CMD1A	
258	Laminin subunit alpha 2-related congenital muscular dystrophy	Congenital muscular dystrophy due to laminin alpha2 deficiency	
258	Laminin subunit alpha 2-related congenital muscular dystrophy	Congenital muscular dystrophy type 1A	
258	Laminin subunit alpha 2-related congenital muscular dystrophy	MDC1A	
258	Laminin subunit alpha 2-related congenital muscular dystrophy	Merosin-negative congenital muscular dystrophy	
1247	Schistosomiasis		B65.0
1247	Schistosomiasis	Bilharziasis	B65.1
1247	Schistosomiasis		B65.2
1247	Schistosomiasis		B65.3
1247	Schistosomiasis		B65.8
1247	Schistosomiasis		B65.9
112	Bartter syndrome		E26.8
112	Bartter syndrome	Renal tubular normotensive hypokalemic alkalosis with hypercalciuria	
112	Bartter syndrome	Salt-losing tubular disorder, Henle's loop type	
112	Bartter syndrome	Salt-wasting tubulopathy, Henle's loop type	
1646	Partial chromosome Y deletion		Q98.6
1646	Partial chromosome Y deletion	Male sterility due to chromosome Y deletion	
169464	Primary CD59 deficiency		D84.1
116	Beckwith-Wiedemann syndrome		Q87.3
116	Beckwith-Wiedemann syndrome	BWS	
116	Beckwith-Wiedemann syndrome	Exomphalos-macroglossia-gigantism syndrome	
116	Beckwith-Wiedemann syndrome	Wiedemann-Beckwith syndrome	
87	Apert syndrome		Q87.0
87	Apert syndrome	ACS1	
87	Apert syndrome	Acrocephalosyndactyly type 1	
97	Familial paroxysmal ataxia		G11.8
97	Familial paroxysmal ataxia	Episodic ataxia type 2	
169467	Recurrent Neisseria infections due to factor D deficiency		D84.1
313	Lamellar ichthyosis		Q80.2
313	Lamellar ichthyosis	LI	
171220	Rectal duplication		Q43.4
1000	Ocular albinism with late-onset sensorineural deafness		E70.3
1000	Ocular albinism with late-onset sensorineural deafness	Ocular albinism with late-onset sensorineural hearing loss	
999	Ermine phenotype		E70.3
999	Ermine phenotype	O'Doherty syndrome	
999	Ermine phenotype	Pigmentary disorder with deafness	
999	Ermine phenotype	Pigmentary disorder with hearing loss	
171430	Severe congenital nemaline myopathy		G71.2
171433	Intermediate nemaline myopathy		G71.2
171436	Typical nemaline myopathy		G71.2
171439	Childhood-onset nemaline myopathy		G71.2
171439	Childhood-onset nemaline myopathy	Mild nemaline myopathy	
171442	Adult-onset nemaline myopathy		G71.2
171445	Muscle filaminopathy		G71.8
171445	Muscle filaminopathy	FLNC-associated myofibrillar myopathy	
171445	Muscle filaminopathy	Filamin C-related filaminopathy	
171445	Muscle filaminopathy	MFM5	
171607	X-linked spastic paraplegia type 34		G11.4
171607	X-linked spastic paraplegia type 34	SPG34	
2771	Bruck syndrome		M21.8
2771	Bruck syndrome	Osteogenesis imperfecta-congenital joint contractures syndrome	
171612	Autosomal dominant spastic paraplegia type 37		G11.4
171612	Autosomal dominant spastic paraplegia type 37	SPG37	
171617	Autosomal dominant spastic paraplegia type 38		G11.4
171617	Autosomal dominant spastic paraplegia type 38	SPG38	
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss		E88.8
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	Maternally-inherited cardiomyopathy and deafness	
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	mtDNA-related cardiomyopathy and deafness	
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	mtDNA-related cardiomyopathy and hearing loss	
1349	Mitochondrial DNA-related cardiomyopathy and hearing loss	tRNA-LYS-related cardiomyopathy-hearing loss syndrome	
171622	Autosomal recessive spastic paraplegia type 32		G11.4
171622	Autosomal recessive spastic paraplegia type 32	SPG32	
171629	Autosomal recessive spastic paraplegia type 35		G11.4
